dia,uso_disco_gb
3863,1856.74
3864,1809.54
3865,1774.3
3866,1693.28
3867,1933.15
3868,2238.37
3869,1893.01
3870,2089.07
3871,1544.35
3872,1898.44
3873,1612.15
3874,1525.89
3875,1694.84
3876,2136.49
3877,2081.68
3878,1920.62
3879,1515.4
3880,1821.16
3881,1935.37
3882,1907.0
3883,1446.13
3884,1664.4
3885,1853.61
3886,1991.22
3887,1367.44
3888,1832.56
3889,1902.73
3890,2064.6
3891,2029.24
3892,2004.49
3893,1689.1
3894,1436.41
3895,1782.96
3896,2102.03
3897,2191.99
3898,2036.43
3899,1972.63
3900,1961.73
3901,1748.4
3902,1846.19
3903,2257.65
3904,1661.47
3905,2246.15
3906,1804.13
3907,2180.95
3908,1557.21
3909,2012.9
3910,1711.18
3911,1556.63
3912,1930.32
3913,2111.47
3914,1688.27
3915,1539.3
3916,1861.22
3917,1862.68
3918,2008.37
3919,2100.49
3920,1870.43
3921,2308.35
3922,1936.13
3923,1806.21
3924,1517.63
3925,1826.24
3926,1809.85
3927,2106.53
3928,1993.26
3929,1618.62
3930,1927.85
3931,2042.36
3932,2238.48
3933,2092.6
3934,2064.12
3935,1904.48
3936,1979.91
3937,2177.1
3938,1587.62
3939,1812.72
3940,1716.5
3941,1980.07
3942,2174.95
3943,1757.97
3944,1348.73
3945,1801.08
3946,2104.39
3947,2018.97
3948,1994.42
3949,1833.08
3950,1605.3
3951,2015.67
3952,1707.81
3953,2397.81
3954,2029.63
3955,1767.1
3956,1760.53
3957,1879.42
3958,1846.39
3959,2156.69
3960,1944.59
3961,1735.31
3962,2334.78
3963,1914.61
3964,2079.44
3965,1765.3
3966,1987.65
3967,1976.22
3968,1473.9
3969,2366.45
3970,2201.35
3971,1816.21
3972,1655.58
3973,1987.25
3974,1928.11
3975,1990.0
3976,1952.97
3977,2025.3
3978,2240.74
3979,2040.33
3980,1671.2
3981,2222.73
3982,2286.7
3983,2632.45
3984,1656.13
3985,1968.74
3986,1438.04
3987,2040.52
3988,1789.36
3989,2354.47
3990,1738.54
3991,1530.05
3992,1808.74
3993,1465.54
3994,2088.89
3995,1445.98
3996,1924.7
3997,1443.97
3998,1845.93
3999,2294.98
4000,2002.39
4001,1723.18
4002,1913.77
4003,1925.47
4004,2029.77
4005,1609.99
4006,2058.07
4007,1305.32
4008,1779.7
4009,1812.5
4010,2069.19
4011,1930.12
4012,1604.3
4013,1700.83
4014,1971.69
4015,1908.69
4016,1794.9
4017,1817.8
4018,2087.14
4019,1810.28
4020,1908.88
4021,2425.18
4022,1604.66
4023,1507.29
4024,2109.81
4025,1776.21
4026,1859.0
4027,1753.69
4028,1873.25
4029,2298.24
4030,2116.75
4031,2130.93
4032,1610.86
4033,1671.87
4034,1286.7
4035,1750.84
4036,2154.76
4037,2054.75
4038,1886.49
4039,1932.46
4040,1780.62
4041,1985.23
4042,2113.87
4043,1570.2
4044,2008.26
4045,2153.27
4046,1845.87
4047,2101.23
4048,2584.62
4049,1918.21
4050,2032.35
4051,1774.34
4052,1984.81
4053,2049.0
4054,1988.81
4055,1711.8
4056,1992.34
4057,2279.69
4058,2048.59
4059,2166.32
4060,1892.85
4061,2118.77
4062,2011.7
4063,1731.11
4064,2021.57
4065,1722.69
4066,1805.12
4067,1993.4
4068,2018.51
4069,1679.37
4070,2192.29
4071,2082.63
4072,1791.4
4073,1601.58
4074,1920.2
4075,1851.87
4076,1980.05
4077,1871.69
4078,1496.49
4079,1866.83
4080,1886.18
4081,2101.21
4082,1797.39
4083,2340.85
4084,1521.08
4085,2257.79
4086,1907.45
4087,2155.52
4088,1977.83
4089,2220.38
4090,1872.01
4091,1709.97
4092,2285.92
4093,1935.93
4094,2012.92
4095,2244.83
4096,1727.45
4097,2099.69
4098,1829.34
4099,1934.36
4100,1981.51
4101,1622.72
4102,1787.97
4103,2275.01
4104,2169.25
4105,1952.94
4106,2023.24
4107,1900.93
4108,2278.52
4109,1923.28
4110,2022.46
4111,2231.76
4112,1792.81
4113,2326.96
4114,1621.66
4115,2344.05
4116,1887.06
4117,1917.2
4118,1541.32
4119,1869.65
4120,1736.45
4121,1835.63
4122,1943.53
4123,2194.16
4124,2023.23
4125,2046.54
4126,1726.43
4127,1775.94
4128,2388.52
4129,1810.09
4130,2356.87
4131,1923.42
4132,1979.92
4133,2224.38
4134,2270.87
4135,1955.43
4136,1892.5
4137,1968.87
4138,2059.31
4139,2186.17
4140,1983.97
4141,2124.84
4142,2358.19
4143,2071.46
4144,2056.0
4145,1638.25
4146,1384.7
4147,2074.88
4148,1964.94
4149,1869.45
4150,2043.14
4151,1974.15
4152,2246.04
4153,2008.52
4154,1818.66
4155,2215.96
4156,1940.6
4157,2110.94
4158,1882.03
4159,1843.1
4160,2011.23
4161,1995.38
4162,2102.52
4163,1931.98
4164,1574.28
4165,1895.38
4166,2176.05
4167,1927.21
4168,1939.31
4169,2221.39
4170,1833.85
4171,1644.49
4172,1960.7
4173,1887.24
4174,1777.56
4175,1958.68
4176,2111.49
4177,1997.53
4178,2070.23
4179,2414.83
4180,1922.67
4181,2065.04
4182,1885.57
4183,1809.0
4184,1869.18
4185,1893.88
4186,2085.82
4187,2540.8
4188,1841.02
4189,1909.87
4190,1991.08
4191,2096.37
4192,2066.61
4193,2300.21
4194,1452.98
4195,1462.45
4196,1894.92
4197,2259.33
4198,1651.42
4199,1322.45
4200,2140.49
4201,2066.11
4202,1761.84
4203,1786.2
4204,1790.26
4205,2037.5
4206,1869.62
4207,2126.02
4208,1361.45
4209,1818.3
4210,1757.25
4211,1956.39
4212,1892.48
4213,2198.12
4214,1591.53
4215,2027.14
4216,2144.75
4217,2441.81
4218,1908.04
4219,2092.67
4220,1606.9
4221,1473.0
4222,2212.89
4223,2019.08
4224,2290.03
4225,1707.49
4226,2140.47
4227,2449.09
4228,2118.48
4229,2086.24
4230,2025.45
4231,1665.08
4232,2334.08
4233,1885.3
4234,2140.55
4235,1668.67
4236,1756.75
4237,2354.5
4238,1947.76
4239,2359.55
4240,2010.13
4241,1607.66
4242,2232.7
4243,1894.59
4244,2189.42
4245,2036.01
4246,1678.17
4247,2068.68
4248,2533.33
4249,2144.67
4250,2019.36
4251,2278.62
4252,2081.53
4253,2081.72
4254,1784.92
4255,2088.17
4256,2271.75
4257,1844.65
4258,2361.53
4259,2015.6
4260,1834.19
4261,2265.36
4262,1972.38
4263,2211.86
4264,1972.15
4265,2025.58
4266,2152.46
4267,2106.61
4268,1584.72
4269,1784.9
4270,2253.83
4271,2011.76
4272,1922.75
4273,1732.48
4274,1796.63
4275,1581.86
4276,2021.06
4277,1907.94
4278,1824.28
4279,2029.99
4280,2129.15
4281,2524.65
4282,1701.51
4283,2312.21
4284,2270.11
4285,1870.26
4286,2095.13
4287,1944.6
4288,2092.02
4289,2394.82
4290,2188.85
4291,2167.14
4292,1953.09
4293,1712.81
4294,2004.67
4295,2328.4
4296,1704.31
4297,1812.61
4298,2082.95
4299,1829.6
4300,1873.95
4301,1958.68
4302,1743.92
4303,1833.81
4304,2217.5
4305,1758.58
4306,1692.66
4307,1914.22
4308,2225.82
4309,2014.06
4310,1953.37
4311,2070.08
4312,1661.59
4313,2173.87
4314,2148.9
4315,1968.24
4316,2292.01
4317,1805.07
4318,2320.77
4319,2098.84
4320,1987.11
4321,2059.91
4322,2040.4
4323,2344.13
4324,1819.83
4325,1892.05
4326,2303.45
4327,1931.1
4328,2273.33
4329,2456.29
4330,1976.71
4331,2224.61
4332,1805.84
4333,2242.27
4334,2115.86
4335,2178.82
4336,1923.72
4337,1692.17
4338,2187.07
4339,1601.16
4340,2000.5
4341,2288.47
4342,2117.74
4343,2519.45
4344,2308.99
4345,1925.87
4346,2081.94
4347,2065.33
4348,1715.15
4349,1862.21
4350,1949.39
4351,1612.77
4352,2089.25
4353,2021.95
4354,1697.12
4355,2172.09
4356,2243.74
4357,2132.52
4358,2007.07
4359,2216.67
4360,2237.4
4361,2152.68
4362,1894.51
4363,2146.54
4364,2356.91
4365,1947.95
4366,2563.98
4367,1965.07
4368,2093.0
4369,1932.42
4370,2137.51
4371,1688.93
4372,1962.66
4373,1838.35
4374,2119.22
4375,2315.93
4376,2236.78
4377,1547.84
4378,2556.62
4379,2158.01
4380,1913.61
4381,2127.35
4382,2132.15
4383,1940.01
4384,2138.01
4385,1954.47
4386,2001.32
4387,1937.37
4388,1767.3
4389,2128.37
4390,2229.21
4391,2213.58
4392,2283.71
4393,2170.95
4394,1975.6
4395,2289.57
4396,1788.07
4397,1892.89
4398,1878.83
4399,2346.29
4400,2315.38
4401,2211.78
4402,2345.79
4403,1900.48
4404,2181.44
4405,2073.65
4406,2296.17
4407,2076.83
4408,2015.66
4409,2227.62
4410,2304.66
4411,1952.26
4412,2091.45
4413,1864.05
4414,1535.61
4415,2152.55
4416,2246.31
4417,2167.52
4418,1662.72
4419,2028.4
4420,1602.21
4421,2422.36
4422,1861.79
4423,2397.15
4424,2326.89
4425,1905.51
4426,1852.91
4427,2192.19
4428,1919.71
4429,2136.46
4430,2003.2
4431,1707.04
4432,1604.84
4433,2166.64
4434,1987.01
4435,1989.4
4436,2275.17
4437,2384.73
4438,2054.84
4439,2039.74
4440,2232.26
4441,1808.45
4442,2169.88
4443,2245.43
4444,2275.2
4445,1677.79
4446,1946.77
4447,1920.51
4448,2144.42
4449,2231.88
4450,2464.43
4451,2009.87
4452,2009.73
4453,2386.5
4454,2192.05
4455,2414.35
4456,2191.16
4457,1861.3
4458,1821.54
4459,1772.1
4460,2278.25
4461,2398.99
4462,2550.39
4463,2320.96
4464,2394.45
4465,1996.74
4466,1865.51
4467,2324.35
4468,2226.02
4469,2155.6
4470,2220.0
4471,2205.78
4472,2425.69
4473,2428.69
4474,2257.63
4475,2326.98
4476,2251.64
4477,2029.29
4478,2307.94
4479,1816.97
4480,2376.76
4481,1863.56
4482,2202.19
4483,1944.27
4484,2264.22
4485,2130.5
4486,1774.37
4487,2235.26
4488,2007.57
4489,2341.35
4490,2140.8
4491,2231.29
4492,1922.64
4493,2007.22
4494,2037.52
4495,2338.47
4496,2526.4
4497,1959.71
4498,2390.11
4499,1648.88
4500,1872.18
4501,1926.41
4502,1836.92
4503,1784.57
4504,2241.15
4505,2098.35
4506,2234.38
4507,2305.89
4508,2209.28
4509,2299.32
4510,2133.62
4511,1878.78
4512,2392.06
4513,2016.27
4514,1937.56
4515,2111.1
4516,1943.67
4517,2057.29
4518,2231.7
4519,2233.13
4520,1948.89
4521,2043.03
4522,2400.33
4523,2268.75
4524,2629.85
4525,2425.85
4526,2418.12
4527,1840.09
4528,2332.11
4529,2145.92
4530,2032.63
4531,2197.33
4532,2375.34
4533,2274.27
4534,1959.61
4535,2330.37
4536,2015.54
4537,2211.15
4538,2092.8
4539,2112.55
4540,2338.05
4541,1925.81
4542,2608.29
4543,1748.32
4544,2028.26
4545,2249.83
4546,2299.19
4547,2143.2
4548,2153.49
4549,2260.84
4550,2114.71
4551,2486.23
4552,2360.15
4553,2368.25
4554,1948.58
4555,2151.61
4556,2101.56
4557,1940.92
4558,2253.38
4559,2048.72
4560,2321.73
4561,1927.96
4562,2565.62
4563,1968.58
4564,2223.9
4565,2355.15
4566,2044.34
4567,2369.9
4568,1894.79
4569,2507.79
4570,2179.73
4571,2040.7
4572,2109.05
4573,2362.65
4574,2044.78
4575,2007.56
4576,2128.59
4577,1910.77
4578,2596.01
4579,2051.16
4580,2370.99
4581,2229.3
4582,1956.98
4583,2180.99
4584,2361.91
4585,2140.24
4586,2456.27
4587,2417.52
4588,2394.53
4589,2080.04
4590,1938.81
4591,2045.77
4592,2231.23
4593,2311.54
4594,1691.2
4595,2185.9
4596,2224.32
4597,2125.24
4598,2484.1
4599,2285.91
4600,2489.32
4601,2141.11
4602,2405.07
4603,2564.89
4604,2491.46
4605,1942.75
4606,2134.75
4607,2114.3
4608,2305.37
4609,2350.85
4610,2002.85
4611,2210.45
4612,1733.94
4613,2525.27
4614,2079.25
4615,2209.51
4616,2126.46
4617,2459.46
4618,1549.86
4619,2194.76
4620,2174.83
4621,2095.82
4622,2594.26
4623,1997.64
4624,2377.12
4625,2282.64
4626,2489.9
4627,2049.73
4628,2035.15
4629,2453.45
4630,2300.67
4631,1851.0
4632,2081.19
4633,2293.12
4634,2396.69
4635,2050.58
4636,1540.43
4637,2326.18
4638,1928.31
4639,1746.68
4640,1560.95
4641,2394.41
4642,2238.28
4643,2157.8
4644,2527.13
4645,2355.85
4646,2579.95
4647,1892.98
4648,2203.71
4649,1842.71
4650,2160.1
4651,2156.15
4652,2356.55
4653,2224.26
4654,2356.72
4655,2375.45
4656,2707.5
4657,2143.62
4658,2001.12
4659,2272.77
4660,2033.72
4661,2556.01
4662,2153.2
4663,2089.14
4664,2111.13
4665,2383.37
4666,2183.66
4667,2073.56
4668,2601.05
4669,2025.46
4670,2229.63
4671,2370.97
4672,1849.72
4673,2332.57
4674,1982.26
4675,2411.72
4676,2004.28
4677,2382.92
4678,2477.73
4679,2422.35
4680,2283.41
4681,2173.61
4682,2095.22
4683,2563.41
4684,2068.0
4685,1991.33
4686,2380.71
4687,2047.27
4688,2012.56
4689,1900.25
4690,2120.18
4691,2212.05
4692,2286.94
4693,2449.18
4694,2352.67
4695,2189.14
4696,2187.92
4697,2350.2
4698,2524.82
4699,2263.41
4700,2127.83
4701,2008.63
4702,1905.74
4703,2388.56
4704,2368.84
4705,2369.15
4706,2208.31
4707,2559.57
4708,2128.0
4709,2457.28
4710,2230.65
4711,2100.97
4712,2375.77
4713,2334.43
4714,2322.85
4715,2260.32
4716,2233.54
4717,2788.28
4718,2513.65
4719,2408.68
4720,2269.54
4721,2474.54
4722,2363.24
4723,2251.34
4724,2176.45
4725,2227.76
4726,1522.41
4727,2295.26
4728,2136.01
4729,2611.9
4730,2252.92
4731,1977.33
4732,2238.0
4733,2010.86
4734,2358.45
4735,2317.22
4736,2470.02
4737,2070.97
4738,2259.87
4739,1940.71
4740,2413.26
4741,2371.99
4742,2367.17
4743,2254.72
4744,2349.56
4745,2621.77
4746,2190.57
4747,2287.82
4748,2008.47
4749,2058.69
4750,2279.85
4751,2510.15
4752,2199.85
4753,2204.95
4754,2166.35
4755,2137.58
4756,2327.59
4757,1918.6
4758,2553.73
4759,2109.53
4760,2426.92
4761,1972.32
4762,2415.7
4763,2416.86
4764,2351.57
4765,2037.07
4766,2321.71
4767,1994.88
4768,2207.86
4769,2501.22
4770,2448.51
4771,2270.42
4772,2044.7
4773,2415.34
4774,2272.73
4775,1738.67
4776,2447.99
4777,2264.11
4778,2544.8
4779,2020.33
4780,1545.27
4781,2335.21
4782,2338.51
4783,1886.11
4784,2049.26
4785,2902.69
4786,2203.88
4787,2441.14
4788,2125.95
4789,1797.51
4790,2236.6
4791,2215.27
4792,2185.05
4793,2250.66
4794,2337.67
4795,2243.46
4796,1989.43
4797,2389.72
4798,1833.76
4799,1811.14
4800,2448.87
4801,2396.28
4802,2267.79
4803,1962.56
4804,2120.08
4805,2222.22
4806,1918.11
4807,2114.32
4808,2432.63
4809,2610.12
4810,2188.68
4811,2457.77
4812,1848.13
4813,2436.5
4814,2102.64
4815,2356.96
4816,2230.6
4817,2589.3
4818,2088.33
4819,2431.93
4820,2225.15
4821,2253.28
4822,2247.9
4823,2097.15
4824,2287.58
4825,2276.94
4826,2346.81
4827,2311.46
4828,2474.9
4829,2504.03
4830,2053.48
4831,2492.42
4832,2023.38
4833,2429.15
4834,2436.88
4835,1859.1
4836,2317.44
4837,2189.62
4838,2123.76
4839,2606.16
4840,2148.67
4841,2114.23
4842,2316.19
4843,2455.97
4844,2267.44
4845,2566.71
4846,2422.0
4847,1803.53
4848,2180.64
4849,2173.7
4850,2412.01
4851,1703.3
4852,2885.73
4853,2425.16
4854,2338.31
4855,2574.68
4856,2840.61
4857,2504.57
4858,2522.86
4859,2336.41
4860,2274.67
4861,2198.75
4862,2119.17
4863,2151.4
4864,2000.26
4865,2291.92
4866,1924.83
4867,2353.77
4868,2302.3
4869,2344.62
4870,2192.22
4871,3014.87
4872,2623.12
4873,2028.53
4874,2366.5
4875,2174.85
4876,2082.44
4877,2008.51
4878,2413.84
4879,2159.89
4880,2537.1
4881,2543.48
4882,2630.77
4883,2122.62
4884,2426.4
4885,2462.74
4886,2210.37
4887,2142.84
4888,2687.3
4889,2372.02
4890,2465.79
4891,2133.14
4892,2042.85
4893,2191.76
4894,2293.97
4895,2079.63
4896,2320.95
4897,1937.91
4898,2068.22
4899,2477.82
4900,2462.94
4901,2235.92
4902,2093.39
4903,2091.64
4904,2241.53
4905,2474.49
4906,2539.76
4907,2214.72
4908,2065.08
4909,2390.24
4910,2141.36
4911,2211.55
4912,2633.16
4913,2519.81
4914,2367.39
4915,2041.18
4916,2380.49
4917,2575.42
4918,2247.29
4919,2642.22
4920,2629.33
4921,2714.53
4922,2404.63
4923,2469.54
4924,2658.88
4925,2438.46
4926,2222.19
4927,2234.68
4928,2392.1
4929,2043.22
4930,2305.77
4931,2589.46
4932,1838.8
4933,2690.41
4934,2596.71
4935,2235.72
4936,2465.34
4937,2342.37
4938,2623.09
4939,2567.05
4940,2023.15
4941,2477.61
4942,2296.92
4943,2363.27
4944,2178.45
4945,2744.62
4946,2583.31
4947,2177.15
4948,2041.7
4949,2258.94
4950,2446.76
4951,2402.83
4952,2634.68
4953,2529.31
4954,2570.8
4955,2424.42
4956,2032.81
4957,2305.94
4958,2593.28
4959,2339.78
4960,2466.93
4961,2279.63
4962,2117.64
4963,2325.17
4964,2424.4
4965,2204.46
4966,2300.85
4967,2140.53
4968,2611.29
4969,2288.78
4970,2688.39
4971,2706.2
4972,2338.88
4973,2127.47
4974,1881.77
4975,2022.46
4976,2045.34
4977,2674.57
4978,2386.56
4979,2449.56
4980,1853.74
4981,2087.77
4982,2564.56
4983,2427.86
4984,2329.17
4985,2492.29
4986,2737.4
4987,2313.65
4988,2380.45
4989,2409.05
4990,2911.98
4991,1886.35
4992,2522.48
4993,2340.62
4994,2496.78
4995,2217.57
4996,2357.01
4997,2531.17
4998,3080.25
4999,2554.15
5000,2176.26
5001,2273.64
5002,2267.32
5003,1961.13
5004,2296.39
5005,2539.67
5006,2081.6
5007,2612.68
5008,2485.03
5009,2206.31
5010,2342.17
5011,2740.09
5012,2542.98
5013,2377.86
5014,2322.0
5015,2394.25
5016,2260.29
5017,1896.81
5018,2844.64
5019,2414.03
5020,2469.96
5021,2366.22
5022,2211.96
5023,2337.88
5024,2015.41
5025,2901.46
5026,2099.67
5027,2146.39
5028,2282.02
5029,2677.31
5030,2386.81
5031,2101.55
5032,2670.96
5033,2551.85
5034,2508.31
5035,2549.26
5036,2933.2
5037,2885.84
5038,2230.22
5039,2758.53
5040,2475.54
5041,2502.47
5042,2002.3
5043,2350.42
5044,2204.11
5045,2579.42
5046,2635.39
5047,1917.23
5048,2386.57
5049,2648.34
5050,2349.85
5051,2559.51
5052,2473.62
5053,2471.9
5054,2332.32
5055,2116.82
5056,2138.98
5057,2557.7
5058,2400.55
5059,2364.91
5060,2300.16
5061,2327.73
5062,2637.07
5063,2321.76
5064,2092.43
5065,2569.14
5066,2352.9
5067,2407.32
5068,2767.86
5069,2396.35
5070,2467.56
5071,2132.62
5072,2352.22
5073,2542.1
5074,2047.97
5075,2449.63
5076,2427.23
5077,2414.08
5078,2642.04
5079,2481.95
5080,2743.67
5081,2179.46
5082,2437.95
5083,2426.65
5084,2163.53
5085,2626.72
5086,2939.78
5087,2405.26
5088,2524.97
5089,2429.36
5090,2247.48
5091,1994.99
5092,2250.16
5093,2093.85
5094,2801.61
5095,2386.45
5096,2334.17
5097,2616.78
5098,2157.83
5099,2239.36
5100,2430.55
5101,2650.48
5102,2530.51
5103,2473.08
5104,2434.65
5105,2508.69
5106,2463.77
5107,2182.85
5108,2429.13
5109,2173.76
5110,2438.02
5111,2310.14
5112,3000.53
5113,2411.74
5114,2100.5
5115,2391.1
5116,2540.85
5117,2804.93
5118,2288.44
5119,2062.04
5120,2610.61
5121,2109.05
5122,2325.26
5123,2366.5
5124,2409.89
5125,2583.69
5126,2270.52
5127,2364.62
5128,2424.34
5129,2462.23
5130,2450.85
5131,2528.56
5132,2622.18
5133,2519.55
5134,2533.92
5135,2069.29
5136,2442.67
5137,2541.19
5138,2598.63
5139,2274.38
5140,2282.44
5141,2302.3
5142,2556.45
5143,2670.54
5144,2341.71
5145,2642.68
5146,2463.91
5147,2407.76
5148,2388.31
5149,2607.62
5150,2511.88
5151,2957.87
5152,2243.71
5153,2557.21
5154,2318.4
5155,2241.16
5156,2437.72
5157,2472.03
5158,3107.77
5159,2399.48
5160,2183.81
5161,2504.82
5162,1968.94
5163,2422.34
5164,2447.46
5165,2625.78
5166,2667.13
5167,2330.11
5168,2411.19
5169,2271.03
5170,2188.79
5171,2517.75
5172,2156.45
5173,2353.13
5174,2220.95
5175,2574.33
5176,2860.74
5177,2152.3
5178,2026.77
5179,2422.02
5180,2454.59
5181,2501.4
5182,2349.94
5183,2406.51
5184,2536.76
5185,2690.94
5186,2007.06
5187,2369.86
5188,2503.45
5189,2245.34
5190,2850.99
5191,2310.79
5192,2446.97
5193,2583.87
5194,2322.22
5195,2035.9
5196,2360.27
5197,2693.83
5198,2382.14
5199,2266.18
5200,2671.47
5201,2384.88
5202,2344.35
5203,2495.49
5204,2637.88
5205,3006.36
5206,2651.68
5207,2728.12
5208,2348.01
5209,2229.69
5210,2478.74
5211,2489.43
5212,2219.01
5213,2425.8
5214,2557.53
5215,2549.08
5216,2582.41
5217,2534.12
5218,2352.27
5219,2351.15
5220,2195.1
5221,2877.19
5222,2472.97
5223,2418.98
5224,2258.61
5225,3141.91
5226,2226.5
5227,2374.18
5228,2567.6
5229,2610.17
5230,2692.34
5231,2886.9
5232,2590.03
5233,2233.6
5234,2416.6
5235,2546.08
5236,2948.69
5237,2157.32
5238,2751.83
5239,2518.65
5240,2669.4
5241,2455.15
5242,2286.44
5243,2650.89
5244,2629.31
5245,2702.32
5246,2477.66
5247,2344.12
5248,2125.49
5249,2669.24
5250,2579.34
5251,2262.31
5252,2360.36
5253,2377.22
5254,2145.51
5255,2297.95
5256,2226.17
5257,2391.42
5258,2317.34
5259,2114.86
5260,2949.07
5261,2773.6
5262,2309.93
5263,2550.59
5264,2584.17
5265,2761.36
5266,2302.69
5267,2739.64
5268,2365.43
5269,2185.87
5270,2656.93
5271,2786.83
5272,3083.62
5273,2218.77
5274,2652.97
5275,2400.13
5276,2673.16
5277,2158.71
5278,2206.62
5279,2318.3
5280,2514.04
5281,2349.99
5282,2647.46
5283,2731.95
5284,2634.78
5285,2868.07
5286,2593.7
5287,2221.15
5288,2811.07
5289,2361.8
5290,2708.49
5291,2860.47
5292,2605.73
5293,2160.05
5294,2292.53
5295,2804.93
5296,2464.56
5297,2521.83
5298,2677.46
5299,2663.63
5300,2568.69
5301,2457.78
5302,2434.47
5303,2702.34
5304,2633.26
5305,2448.47
5306,2754.91
5307,2478.67
5308,2314.04
5309,2335.66
5310,2285.9
5311,2447.72
5312,2792.25
5313,2326.92
5314,2554.36
5315,2361.73
5316,2452.73
5317,2167.68
5318,2462.72
5319,2469.3
5320,2637.43
5321,2565.46
5322,2241.12
5323,2763.04
5324,2563.84
5325,2561.57
5326,2514.6
5327,2398.87
5328,2567.36
5329,2626.7
5330,2119.42
5331,2395.87
5332,2461.16
5333,2578.37
5334,2792.92
5335,2344.44
5336,2407.44
5337,2404.56
5338,2338.99
5339,2443.23
5340,2699.09
5341,2282.7
5342,2621.64
5343,2135.55
5344,2396.56
5345,2449.98
5346,2908.33
5347,2463.37
5348,2023.72
5349,2070.4
5350,2535.27
5351,2668.17
5352,2614.17
5353,2567.13
5354,2794.82
5355,2406.48
5356,2734.64
5357,2157.81
5358,2324.36
5359,2118.73
5360,2469.21
5361,2521.88
5362,2558.97
5363,2547.49
5364,2321.9
5365,2490.79
5366,2192.6
5367,2846.58
5368,2466.24
5369,2424.36
5370,2899.5
5371,2253.16
5372,2280.26
5373,2287.42
5374,2522.79
5375,2637.36
5376,2708.18
5377,3127.23
5378,2026.21
5379,2679.62
5380,2413.72
5381,2407.48
5382,2400.31
5383,2334.74
5384,2927.63
5385,2735.68
5386,2549.0
5387,2852.79
5388,2199.06
5389,2241.05
5390,2047.94
5391,2386.17
5392,2583.34
5393,2570.35
5394,2581.42
5395,2225.39
5396,2731.68
5397,2603.39
5398,2716.57
5399,2117.14
5400,2621.16
5401,2279.1
5402,2460.13
5403,2673.43
5404,2572.61
5405,2357.71
5406,2554.13
5407,2203.27
5408,2816.38
5409,2507.15
5410,2810.04
5411,2434.66
5412,2435.79
5413,2381.27
5414,2756.46
5415,2394.68
5416,2704.46
5417,2470.28
5418,2106.69
5419,2428.26
5420,2289.63
5421,2567.2
5422,2287.95
5423,2771.89
5424,2539.99
5425,2520.68
5426,2711.54
5427,2782.36
5428,2558.01
5429,2386.87
5430,2158.23
5431,2407.22
5432,2423.4
5433,2589.31
5434,2486.45
5435,2722.91
5436,2426.16
5437,2553.62
5438,2837.59
5439,2645.64
5440,2554.28
5441,2430.93
5442,2424.24
5443,2375.02
5444,2446.21
5445,2742.88
5446,2520.01
5447,2262.79
5448,2975.54
5449,2645.15
5450,2251.08
5451,2472.01
5452,2598.73
5453,2963.27
5454,2321.15
5455,2797.73
5456,2894.92
5457,2432.03
5458,2512.7
5459,2339.8
5460,2530.52
5461,2569.09
5462,2728.6
5463,2827.41
5464,2407.9
5465,2129.81
5466,2574.85
5467,2647.21
5468,2637.58
5469,2506.42
5470,2610.0
5471,2928.16
5472,2669.61
5473,2497.55
5474,2469.03
5475,2544.95
5476,2958.12
5477,2542.77
5478,2580.58
5479,2475.36
5480,2837.07
5481,3034.18
5482,2689.84
5483,2606.26
5484,2596.2
5485,2043.55
5486,2758.93
5487,2619.8
5488,2687.46
5489,2427.51
5490,2502.67
5491,2497.05
5492,2824.79
5493,2505.32
5494,3068.09
5495,2691.18
5496,2301.77
5497,2564.28
5498,2445.22
5499,2093.24
5500,2960.4
5501,2756.08
5502,2717.71
5503,2634.14
5504,2281.07
5505,2486.77
5506,2790.01
5507,2358.0
5508,2020.21
5509,2547.17
5510,2567.12
5511,2630.92
5512,2766.83
5513,2746.51
5514,2660.42
5515,2874.87
5516,2255.19
5517,2717.92
5518,2746.23
5519,2320.37
5520,2260.66
5521,2434.04
5522,2453.77
5523,2777.47
5524,2465.41
5525,2410.61
5526,2466.97
5527,2862.7
5528,2610.58
5529,2567.1
5530,2583.37
5531,2904.12
5532,2438.25
5533,2910.38
5534,2658.39
5535,2574.1
5536,3182.54
5537,2370.49
5538,2531.3
5539,2331.0
5540,2830.59
5541,2999.35
5542,2995.4
5543,2893.96
5544,2569.65
5545,2531.81
5546,2233.92
5547,3081.25
5548,2723.74
5549,2504.66
5550,2920.9
5551,2395.72
5552,2711.29
5553,2579.41
5554,2765.21
5555,2605.23
5556,2288.73
5557,2637.92
5558,2860.72
5559,2614.88
5560,2799.08
5561,2383.6
5562,2616.9
5563,2480.68
5564,2794.45
5565,2631.44
5566,2782.35
5567,2873.64
5568,2783.6
5569,2688.44
5570,2398.46
5571,2626.31
5572,2505.61
5573,2549.25
5574,2542.74
5575,2404.88
5576,2182.04
5577,2477.01
5578,2674.28
5579,2322.56
5580,2634.58
5581,3065.57
5582,2865.62
5583,3007.82
5584,2722.15
5585,2899.97
5586,2468.31
5587,2486.95
5588,2008.84
5589,2906.03
5590,2987.39
5591,2509.58
5592,2578.38
5593,2464.63
5594,2724.72
5595,2894.74
5596,2240.06
5597,2732.19
5598,2575.89
5599,2665.46
5600,2744.86
5601,2597.45
5602,2617.24
5603,2592.49
5604,2863.47
5605,2737.92
5606,2693.09
5607,2352.8
5608,2557.11
5609,2849.35
5610,2653.11
